"symbol","TTRD","NOTRD","PLP","Price","InAmount","Netvalue","PLoss","GdTrades","GtrPerc","model"
xxxx,9,100,0.0,201.050003,157612.0009,160845.0012,3233.00030000001,4,44.4444444444444,"XXX+XXX+XXX+XXX+XXX+XXX+XXX+XXX+XXX"
