"symbol","model","date2","date1","T","bval","sval","curr","cper","tper","S","Gpr"
"PSXP","i2+i8+i2+i8+i2+i8+i2+i8+i2",20190304,20190306,10,50.450001,50.189999,58.900002,-0.52,18.74,5,50
